,N,Scope,CZXEB,SQRB,idle_freqs_GHz,int_freqs_GHz,Calibration Failures
Baseline,2,,"((('q3_5', 'q3_6'), 0.00436325903015683), (('q5_7', 'q5_8'), 0.004481161996751609), (('q5_3', 'q5_4'), 0.00746262468812392), (('q7_5', 'q7_6'), 0.010348915877761378), (('q7_1', 'q7_2'), 0.005755577686349322))","(('q3_5', 0.0006924972141341135), ('q3_6', 0.0008517523989582942), ('q5_3', 0.0006125434488539749), ('q5_4', 0.0006465009211132355), ('q5_7', 0.0008066645231259995), ('q5_8', 0.0007079922935377403), ('q7_1', 0.0006183202732931159), ('q7_2', 0.0006774625626239095), ('q7_5', 0.0008943113748595133), ('q7_6', 0.0007017445277972545))","(('q3_5', 6.101999999999548), ('q3_6', 5.913999999999569), ('q5_3', 5.827999999999578), ('q5_4', 5.783999999999583), ('q5_7', 6.073999999999551), ('q5_8', 5.733999999999589), ('q7_1', 5.885999999999572), ('q7_2', 5.985999999999561), ('q7_5', 6.033999999999556), ('q7_6', 6.0899999999995496))","((('q3_5', 'q3_6'), 5.941999999999566), (('q5_7', 'q5_8'), 5.771999999999585), (('q5_3', 'q5_4'), 5.885999999999572), (('q7_5', 'q7_6'), 5.615999999999602), (('q7_1', 'q7_2'), 5.759999999999586))",0
Baseline,2,,"((('q2_6', 'q2_7'), 0.02005524916250287), (('q8_4', 'q8_5'), 0.0051510094454060296), (('q6_6', 'q6_7'), 0.08557851297355346), (('q6_2', 'q6_3'), 0.004159375485754041))","(('q2_6', 0.0005480460024659406), ('q2_7', 0.0007340795933325484), ('q6_2', 0.0006134390282491742), ('q6_3', 0.0005603146898520706), ('q6_6', 0.013709264192439785), ('q6_7', 0.000563421021070154), ('q8_4', 0.0006789188035787319), ('q8_5', 0.0006859643112667735))","(('q2_6', 6.08199999999955), ('q2_7', 5.927999999999567), ('q6_2', 5.729999999999589), ('q6_3', 6.033999999999556), ('q6_6', 6.097999999999549), ('q6_7', 5.649999999999598), ('q8_4', 5.6179999999996015), ('q8_5', 5.6359999999995996))","((('q2_6', 'q2_7'), 5.877999999999573), (('q8_4', 'q8_5'), 5.9539999999995645), (('q6_6', 'q6_7'), 5.733999999999589), (('q6_2', 'q6_3'), 5.847999999999576))",0
Baseline,2,,"((('q6_6', 'q7_6'), 0.006650147095429104), (('q2_6', 'q3_6'), 0.0949683003021069), (('q6_2', 'q7_2'), 0.0033714639178828443), (('q8_4', 'q9_4'), 0.005679778313865458), (('q4_4', 'q5_4'), 0.007940214321669803))","(('q2_6', 0.0033577707149562985), ('q3_6', 0.0010514246742872602), ('q4_4', 0.001027557602678808), ('q5_4', 0.0009093442931027429), ('q6_2', 0.0007459998633517206), ('q6_6', 0.0009115903245119905), ('q7_2', 0.0005698266739016522), ('q7_6', 0.000736251063840232), ('q8_4', 0.0008594881071910532), ('q9_4', 0.0013080005132943273))","(('q2_6', 5.6459999999995985), ('q3_6', 5.655999999999597), ('q4_4', 5.955999999999564), ('q5_4', 5.595999999999604), ('q6_2', 5.8999999999995705), ('q6_6', 5.8179999999995795), ('q7_2', 5.7999999999995815), ('q7_6', 5.745999999999587), ('q8_4', 5.731999999999589), ('q9_4', 5.797999999999582))","((('q6_6', 'q7_6'), 5.641999999999599), (('q2_6', 'q3_6'), 5.655999999999597), (('q6_2', 'q7_2'), 5.743999999999588), (('q8_4', 'q9_4'), 6.009999999999558), (('q4_4', 'q5_4'), 5.6339999999996))",0
Baseline,2,,"((('q9_5', 'q9_6'), 0.021214927565068792), (('q5_9', 'q5_10'), 0.016907255075442884), (('q5_1', 'q5_2'), 0.01132865075079384), (('q5_5', 'q5_6'), 0.005391773867655519), (('q7_3', 'q7_4'), 0.006571223209803356), (('q3_7', 'q3_8'), 0.005057052594366701), (('q3_3', 'q3_4'), 0.007858626253634537), (('q7_7', 'q7_8'), 0.003985077154510158))","(('q3_3', 0.0006329435971627051), ('q3_4', 0.0005241890793491466), ('q3_7', 0.0008950994282386215), ('q3_8', 0.0009133383716968257), ('q5_1', 0.0005663870801744797), ('q5_2', 0.0008113035884234066), ('q5_5', 0.0005712421556302028), ('q5_6', 0.0007468964388072097), ('q5_9', 0.0008676286508078057), ('q5_10', 0.0006598730900779781), ('q7_3', 0.0007414501583367095), ('q7_4', 0.0009569036070612991), ('q7_7', 0.00027914665288569784), ('q7_8', 0.0008695285558204535), ('q9_5', 0.00047663573883677257), ('q9_6', 0.0006191155927156577))","(('q3_3', 5.749999999999587), ('q3_4', 6.091999999999549), ('q3_7', 6.125999999999546), ('q3_8', 5.757999999999586), ('q5_1', 5.713999999999591), ('q5_2', 5.949999999999565), ('q5_5', 5.927999999999567), ('q5_6', 5.833999999999578), ('q5_9', 6.245999999999532), ('q5_10', 5.841999999999577), ('q7_3', 5.865999999999574), ('q7_4', 5.8999999999995705), ('q7_7', 6.123999999999546), ('q7_8', 5.929999999999567), ('q9_5', 5.775999999999584), ('q9_6', 5.961999999999564))","((('q9_5', 'q9_6'), 6.063999999999552), (('q5_9', 'q5_10'), 6.103999999999548), (('q5_1', 'q5_2'), 5.733999999999589), (('q5_5', 'q5_6'), 5.939999999999566), (('q7_3', 'q7_4'), 5.71999999999959), (('q3_7', 'q3_8'), 6.0899999999995496), (('q3_3', 'q3_4'), 5.6179999999996015), (('q7_7', 'q7_8'), 5.9719999999995625))",0
Baseline,2,,"((('q6_1', 'q6_2'), 0.004327098822138775), (('q10_5', 'q10_6'), 0.004158647371346524), (('q8_3', 'q8_4'), 0.01037295636760771), (('q4_3', 'q4_4'), 0.008597071988757421), (('q2_5', 'q2_6'), 0.0048061403105601475), (('q6_5', 'q6_6'), 0.009785157640729375), (('q6_9', 'q6_10'), 0.006412920244391829), (('q8_7', 'q8_8'), 0.0032138664395078564))","(('q2_5', 0.0006629422060836498), ('q2_6', 0.0008504086349121476), ('q4_3', 0.0006279954065011584), ('q4_4', 0.0008451961220640181), ('q6_1', 0.0004307568608360457), ('q6_2', 0.000585877184737682), ('q6_5', 0.00044302540097740373), ('q6_6', 0.0008720276155825268), ('q6_9', 0.0006176706978563429), ('q6_10', 0.000652784097042447), ('q8_3', 0.00047593983589533373), ('q8_4', 0.0014065240143349422), ('q8_7', 0.0006901840264567638), ('q8_8', 0.0005034010271706135), ('q10_5', 0.000336996780978871), ('q10_6', 0.0007457828117766185))","(('q2_5', 5.733999999999589), ('q2_6', 6.157999999999542), ('q4_3', 6.019999999999557), ('q4_4', 5.949999999999565), ('q6_1', 5.7819999999995835), ('q6_2', 5.937999999999566), ('q6_5', 6.185999999999539), ('q6_6', 5.729999999999589), ('q6_9', 6.215999999999536), ('q6_10', 6.08799999999955), ('q8_3', 5.7999999999995815), ('q8_4', 6.003999999999559), ('q8_7', 5.973999999999562), ('q8_8', 5.7359999999995885), ('q10_5', 5.911999999999569), ('q10_6', 6.067999999999552))","((('q6_1', 'q6_2'), 5.8539999999995755), (('q10_5', 'q10_6'), 5.825999999999579), (('q8_3', 'q8_4'), 5.623999999999601), (('q4_3', 'q4_4'), 5.697999999999593), (('q2_5', 'q2_6'), 5.845999999999576), (('q6_5', 'q6_6'), 5.621999999999601), (('q6_9', 'q6_10'), 5.869999999999574), (('q8_7', 'q8_8'), 5.859999999999575))",0
Baseline,2,,"((('q5_9', 'q6_9'), 0.008353427683465725), (('q7_3', 'q8_3'), 0.007079722684302514), (('q1_5', 'q2_5'), 0.010146953912779422), (('q3_7', 'q4_7'), 0.013059404106606998), (('q3_3', 'q4_3'), 0.004648419829554912), (('q9_5', 'q10_5'), 0.020345014241482134), (('q5_5', 'q6_5'), 0.005707503885032217), (('q7_7', 'q8_7'), 0.003923639369139004), (('q5_1', 'q6_1'), 0.06570726047104788))","(('q1_5', 0.0026240630955235433), ('q2_5', 0.0009613748360318142), ('q3_3', 0.0005178975336224689), ('q3_7', 0.0007021777448463773), ('q4_3', 0.0006194370839435193), ('q4_7', 0.0007262916171791867), ('q5_1', 0.0005317991211575834), ('q5_5', 0.0011768933154602257), ('q5_9', 0.0011028354340043012), ('q6_1', 0.0003776894023383437), ('q6_5', 0.00048556615970563044), ('q6_9', 0.0005602190700474963), ('q7_3', 0.0006261557094467407), ('q7_7', 0.0006218394429339247), ('q8_3', 0.0011409352231508962), ('q8_7', 0.0004807678270253857), ('q9_5', 0.0007880356849810366), ('q10_5', 0.00045325642902521723))","(('q1_5', 6.007999999999559), ('q2_5', 5.72599999999959), ('q3_3', 5.915999999999569), ('q3_7', 5.753999999999587), ('q4_3', 5.90399999999957), ('q4_7', 5.849999999999576), ('q5_1', 5.791999999999582), ('q5_5', 5.9819999999995614), ('q5_9', 5.773999999999584), ('q6_1', 5.7639999999995855), ('q6_5', 5.7999999999995815), ('q6_9', 6.2899999999995275), ('q7_3', 5.913999999999569), ('q7_7', 5.771999999999585), ('q8_3', 5.797999999999582), ('q8_7', 6.019999999999557), ('q9_5', 5.715999999999591), ('q10_5', 5.933999999999567))","((('q5_9', 'q6_9'), 5.7819999999995835), (('q7_3', 'q8_3'), 5.9819999999995614), (('q1_5', 'q2_5'), 5.869999999999574), (('q3_7', 'q4_7'), 5.775999999999584), (('q3_3', 'q4_3'), 5.71999999999959), (('q9_5', 'q10_5'), 5.613999999999602), (('q5_5', 'q6_5'), 5.849999999999576), (('q7_7', 'q8_7'), 5.889999999999572), (('q5_1', 'q6_1'), 5.615999999999602))",0
Baseline,4,,"((('q9_5', 'q10_5'), 0.003943293375533952), (('q9_5', 'q9_6'), 0.005125302299533924), (('q10_5', 'q10_6'), 0.0037824197234440637), (('q9_6', 'q10_6'), 0.005841916345125042))","(('q9_5', 0.0006137189929580344), ('q9_6', 0.0009387032618755065), ('q10_5', 0.0005010568950915006), ('q10_6', 0.0007858866686462629))","(('q9_5', 5.695999999999593), ('q9_6', 6.051999999999554), ('q10_5', 5.797999999999582), ('q10_6', 5.607999999999603))","((('q9_5', 'q10_5'), 5.653999999999598), (('q9_5', 'q9_6'), 5.885999999999572), (('q10_5', 'q10_6'), 5.667999999999596), (('q9_6', 'q10_6'), 5.875999999999573))",0
Baseline,4,,"((('q6_4', 'q6_5'), 0.008906502892277596), (('q6_5', 'q7_5'), 0.0034444295966573613), (('q7_4', 'q7_5'), 0.004266366644629926), (('q6_4', 'q7_4'), 0.0062393012036467965))","(('q6_4', 0.0014149979582099848), ('q6_5', 0.0004156072290639745), ('q7_4', 0.0005306643220497342), ('q7_5', 0.0005764623130803392))","(('q6_4', 6.003999999999559), ('q6_5', 6.297999999999527), ('q7_4', 5.789999999999583), ('q7_5', 6.091999999999549))","((('q6_4', 'q6_5'), 5.689999999999594), (('q6_5', 'q7_5'), 6.027999999999556), (('q7_4', 'q7_5'), 5.857999999999575), (('q6_4', 'q7_4'), 5.965999999999563))",0
Baseline,4,,"((('q3_6', 'q3_7'), 0.004704793873461177), (('q3_6', 'q4_6'), 0.008429102806309513), (('q3_7', 'q4_7'), 0.009977361501295162), (('q4_6', 'q4_7'), 0.007415961457203218))","(('q3_6', 0.0011291631196805874), ('q3_7', 0.0008876308862970639), ('q4_6', 0.0006059222029334288), ('q4_7', 0.0008683242034463468))","(('q3_6', 5.847999999999576), ('q3_7', 6.039999999999555), ('q4_6', 5.713999999999591), ('q4_7', 5.5999999999996035))","((('q3_6', 'q3_7'), 5.9539999999995645), (('q3_6', 'q4_6'), 6.043999999999555), (('q3_7', 'q4_7'), 6.043999999999555), (('q4_6', 'q4_7'), 5.773999999999584))",0
Baseline,4,,"((('q7_2', 'q8_2'), 0.008061908177419252), (('q7_3', 'q8_3'), 0.013476356981462462), (('q7_2', 'q7_3'), 0.009177153413017392), (('q8_2', 'q8_3'), 0.015650976673904027))","(('q7_2', 0.0007055650030461935), ('q7_3', 0.001128665673745366), ('q8_2', 0.0009152884858285582), ('q8_3', 0.0005665178278309035))","(('q7_2', 5.745999999999587), ('q7_3', 5.869999999999574), ('q8_2', 5.655999999999597), ('q8_3', 5.6999999999995925))","((('q7_2', 'q8_2'), 5.919999999999568), (('q7_3', 'q8_3'), 5.649999999999598), (('q7_2', 'q7_3'), 5.99799999999956), (('q8_2', 'q8_3'), 5.775999999999584))",0
Baseline,4,,"((('q9_5', 'q10_5'), 0.004413062582885291), (('q10_4', 'q10_5'), 0.004740277715131136), (('q9_4', 'q10_4'), 0.010732215287641095), (('q9_4', 'q9_5'), 0.009492006701267458))","(('q9_4', 0.000575299029611398), ('q9_5', 0.0005931397345236844), ('q10_4', 0.0007537788842598148), ('q10_5', 0.000617209833155774))","(('q9_4', 6.043999999999555), ('q9_5', 5.739999999999588), ('q10_4', 5.847999999999576), ('q10_5', 5.90199999999957))","((('q9_5', 'q10_5'), 5.8179999999995795), (('q10_4', 'q10_5'), 5.707999999999592), (('q9_4', 'q10_4'), 5.649999999999598), (('q9_4', 'q9_5'), 5.787999999999583))",0
Baseline,4,,"((('q3_3', 'q3_4'), 0.004342959502783794), (('q3_3', 'q4_3'), 0.004669185679879201), (('q4_3', 'q4_4'), 0.019761712177057772), (('q3_4', 'q4_4'), 0.013460359979792724))","(('q3_3', 0.0005071785528950601), ('q3_4', 0.005274060949158943), ('q4_3', 0.0006407251872680986), ('q4_4', 0.005867442349588858))","(('q3_3', 5.931999999999567), ('q3_4', 6.125999999999546), ('q4_3', 5.869999999999574), ('q4_4', 5.847999999999576))","((('q3_3', 'q3_4'), 5.873999999999573), (('q3_3', 'q4_3'), 5.643999999999599), (('q4_3', 'q4_4'), 5.609999999999602), (('q3_4', 'q4_4'), 5.619999999999601))",0
Baseline,4,,"((('q6_7', 'q6_8'), 0.004931933692559232), (('q5_8', 'q6_8'), 0.005358081486088573), (('q5_7', 'q5_8'), 0.00980286679595721), (('q5_7', 'q6_7'), 0.00864440038516906))","(('q5_7', 0.0005894535474746943), ('q5_8', 0.001402074174993051), ('q6_7', 0.0008608406070307328), ('q6_8', 0.0006948513906388509))","(('q5_7', 6.065999999999552), ('q5_8', 5.99399999999956), ('q6_7', 5.711999999999591), ('q6_8', 5.937999999999566))","((('q6_7', 'q6_8'), 5.589999999999605), (('q5_8', 'q6_8'), 5.833999999999578), (('q5_7', 'q5_8'), 5.7359999999995885), (('q5_7', 'q6_7'), 5.839999999999577))",0
Baseline,4,,"((('q9_4', 'q9_5'), 0.0063020200820068095), (('q8_5', 'q9_5'), 0.004899743457822792), (('q8_4', 'q8_5'), 0.00534560681942059), (('q8_4', 'q9_4'), 0.009102754523035828))","(('q8_4', 0.0007557757381822516), ('q8_5', 0.0005692041446965224), ('q9_4', 0.0010051863988702614), ('q9_5', 0.0006745490133719945))","(('q8_4', 5.603999999999603), ('q8_5', 5.90799999999957), ('q9_4', 5.81599999999958), ('q9_5', 5.709999999999591))","((('q9_4', 'q9_5'), 5.961999999999564), (('q8_5', 'q9_5'), 5.841999999999577), (('q8_4', 'q8_5'), 5.605999999999603), (('q8_4', 'q9_4'), 5.99199999999956))",0
Baseline,4,,"((('q6_3', 'q7_3'), 0.007433409971088295), (('q6_3', 'q6_4'), 0.004889243178453628), (('q7_3', 'q7_4'), 0.008593717378199084), (('q6_4', 'q7_4'), 0.003797392249980991))","(('q6_3', 0.0006427439178874894), ('q6_4', 0.0006386633684000165), ('q7_3', 0.0010679321666279273), ('q7_4', 0.0004126570643124827))","(('q6_3', 6.015999999999558), ('q6_4', 5.833999999999578), ('q7_3', 5.985999999999561), ('q7_4', 5.8819999999995725))","((('q6_3', 'q7_3'), 5.933999999999567), (('q6_3', 'q6_4'), 5.605999999999603), (('q7_3', 'q7_4'), 6.027999999999556), (('q6_4', 'q7_4'), 5.779999999999584))",0
Baseline,4,,"((('q3_2', 'q4_2'), 0.00558879847162061), (('q4_2', 'q4_3'), 0.00467648428694184), (('q3_2', 'q3_3'), 0.004371373898679809), (('q3_3', 'q4_3'), 0.004810995982244798))","(('q3_2', 0.002333386197960974), ('q3_3', 0.0005213734317934815), ('q4_2', 0.0007559697284599265), ('q4_3', 0.0024287653809578758))","(('q3_2', 5.865999999999574), ('q3_3', 5.761999999999586), ('q4_2', 5.673999999999595), ('q4_3', 5.595999999999604))","((('q3_2', 'q4_2'), 5.713999999999591), (('q4_2', 'q4_3'), 5.585999999999605), (('q3_2', 'q3_3'), 5.847999999999576), (('q3_3', 'q4_3'), 5.649999999999598))",0
Baseline,4,,"((('q4_2', 'q4_3'), 0.004013192823891315), (('q4_2', 'q5_2'), 0.0056219949917548084), (('q4_3', 'q5_3'), 0.006472478627938483), (('q5_2', 'q5_3'), 0.008739766698014156))","(('q4_2', 0.0007494400247591848), ('q4_3', 0.0007605134775074962), ('q5_2', 0.0005180298143632189), ('q5_3', 0.0015230406695908583))","(('q4_2', 5.833999999999578), ('q4_3', 5.6999999999995925), ('q5_2', 5.873999999999573), ('q5_3', 5.9179999999995685))","((('q4_2', 'q4_3'), 5.689999999999594), (('q4_2', 'q5_2'), 5.825999999999579), (('q4_3', 'q5_3'), 5.583999999999605), (('q5_2', 'q5_3'), 5.587999999999605))",0
Baseline,4,,"((('q5_3', 'q6_3'), 0.00458177127314785), (('q6_3', 'q6_4'), 0.00642096016575916), (('q5_4', 'q6_4'), 0.007080796862434124), (('q5_3', 'q5_4'), 0.003985604011703281))","(('q5_3', 0.0005671310558382214), ('q5_4', 0.0013444966141613612), ('q6_3', 0.0006056688113145192), ('q6_4', 0.0005641068231252988))","(('q5_3', 5.915999999999569), ('q5_4', 6.003999999999559), ('q6_3', 5.81399999999958), ('q6_4', 5.855999999999575))","((('q5_3', 'q6_3'), 5.625999999999601), (('q6_3', 'q6_4'), 5.951999999999565), (('q5_4', 'q6_4'), 5.869999999999574), (('q5_3', 'q5_4'), 5.883999999999572))",0
Baseline,4,,"((('q5_9', 'q5_10'), 0.010917616888163728), (('q6_9', 'q6_10'), 0.07139909886107249), (('q5_10', 'q6_10'), 0.024036432658875617), (('q5_9', 'q6_9'), 0.0070026309468849135))","(('q5_9', 0.0005350001356730916), ('q5_10', 0.0008902725787623411), ('q6_9', 0.0020036865143352456), ('q6_10', 0.0016510629775859376))","(('q5_9', 6.259999999999531), ('q5_10', 5.909999999999569), ('q6_9', 6.233999999999534), ('q6_10', 5.961999999999564))","((('q5_9', 'q5_10'), 5.775999999999584), (('q6_9', 'q6_10'), 5.707999999999592), (('q5_10', 'q6_10'), 5.72199999999959), (('q5_9', 'q6_9'), 6.045999999999554))",0
Baseline,4,,"((('q5_2', 'q5_3'), 0.00422550841612257), (('q5_3', 'q6_3'), 0.007595716486916093), (('q5_2', 'q6_2'), 0.008113502103952175), (('q6_2', 'q6_3'), 0.0051112209434063804))","(('q5_2', 0.0006466711439329087), ('q5_3', 0.0005757173956624784), ('q6_2', 0.0006899788736537404), ('q6_3', 0.0006885363722028415))","(('q5_2', 5.571999999999607), ('q5_3', 6.033999999999556), ('q6_2', 5.7359999999995885), ('q6_3', 5.673999999999595))","((('q5_2', 'q5_3'), 5.741999999999588), (('q5_3', 'q6_3'), 5.8359999999995775), (('q5_2', 'q6_2'), 5.919999999999568), (('q6_2', 'q6_3'), 5.807999999999581))",0
Baseline,4,,"((('q6_6', 'q7_6'), 0.007852619497551838), (('q6_5', 'q6_6'), 0.007354052865978011), (('q7_5', 'q7_6'), 0.017526205522720467), (('q6_5', 'q7_5'), 0.004719058089615258))","(('q6_5', 0.001362495996593216), ('q6_6', 0.0011086745005505771), ('q7_5', 0.00044206780820543745), ('q7_6', 0.002002548100569712))","(('q6_5', 6.065999999999552), ('q6_6', 5.649999999999598), ('q7_5', 5.687999999999594), ('q7_6', 6.063999999999552))","((('q6_6', 'q7_6'), 5.747999999999587), (('q6_5', 'q6_6'), 6.047999999999554), (('q7_5', 'q7_6'), 5.867999999999574), (('q6_5', 'q7_5'), 5.99599999999956))",0
Baseline,4,,"((('q6_4', 'q6_5'), 0.007124805553106711), (('q5_5', 'q6_5'), 0.004138574468545014), (('q5_4', 'q6_4'), 0.007347538711458962), (('q5_4', 'q5_5'), 0.012049102481462182))","(('q5_4', 0.0005264270597902243), ('q5_5', 0.0006154465956966226), ('q6_4', 0.0009584007314281107), ('q6_5', 0.0004490949258145194))","(('q5_4', 5.801999999999581), ('q5_5', 5.771999999999585), ('q6_4', 5.915999999999569), ('q6_5', 5.711999999999591))","((('q6_4', 'q6_5'), 6.025999999999557), (('q5_5', 'q6_5'), 5.659999999999597), (('q5_4', 'q6_4'), 5.945999999999565), (('q5_4', 'q5_5'), 5.797999999999582))",0
Baseline,4,,"((('q2_4', 'q2_5'), 0.004760983269673308), (('q2_5', 'q3_5'), 0.0057842295508395425), (('q2_4', 'q3_4'), 0.016876172047238153), (('q3_4', 'q3_5'), 0.00463939773292138))","(('q2_4', 0.0009341201740188376), ('q2_5', 0.00028031960283142476), ('q3_4', 0.000399034520468855), ('q3_5', 0.0007302438808752809))","(('q2_4', 5.965999999999563), ('q2_5', 5.99399999999956), ('q3_4', 5.967999999999563), ('q3_5', 5.585999999999605))","((('q2_4', 'q2_5'), 5.807999999999581), (('q2_5', 'q3_5'), 5.849999999999576), (('q2_4', 'q3_4'), 5.687999999999594), (('q3_4', 'q3_5'), 5.639999999999599))",0
Baseline,4,,"((('q6_8', 'q7_8'), 0.009782219691693406), (('q7_7', 'q7_8'), 0.008253966550079234), (('q6_7', 'q7_7'), 0.006820513287823876), (('q6_7', 'q6_8'), 0.005633501893650056))","(('q6_7', 0.0007526750747075539), ('q6_8', 0.000549045087253397), ('q7_7', 0.0005842213302502675), ('q7_8', 0.0014509594461468156))","(('q6_7', 5.81199999999958), ('q6_8', 5.841999999999577), ('q7_7', 6.005999999999559), ('q7_8', 6.125999999999546))","((('q6_8', 'q7_8'), 5.72199999999959), (('q7_7', 'q7_8'), 5.81199999999958), (('q6_7', 'q7_7'), 5.731999999999589), (('q6_7', 'q6_8'), 5.803999999999581))",0
Baseline,4,,"((('q7_6', 'q8_6'), 0.008783935789718866), (('q7_5', 'q7_6'), 0.018866779741928352), (('q7_5', 'q8_5'), 0.005857119105885739), (('q8_5', 'q8_6'), 0.006422969215455515))","(('q7_5', 0.0007109578099971925), ('q7_6', 0.0005282782636064076), ('q8_5', 0.0010122837992472267), ('q8_6', 0.0011763130327071547))","(('q7_5', 5.803999999999581), ('q7_6', 5.821999999999579), ('q8_5', 5.801999999999581), ('q8_6', 5.925999999999568))","((('q7_6', 'q8_6'), 5.665999999999596), (('q7_5', 'q7_6'), 5.797999999999582), (('q7_5', 'q8_5'), 5.913999999999569), (('q8_5', 'q8_6'), 5.933999999999567))",0
Baseline,4,,"((('q4_2', 'q5_2'), 0.003943359216241837), (('q4_1', 'q4_2'), 0.005113878260499083), (('q5_1', 'q5_2'), 0.005367809023490155), (('q4_1', 'q5_1'), 0.003366013744393326))","(('q4_1', 0.0005281844587145534), ('q4_2', 0.000381670971792647), ('q5_1', 0.000668521987511772), ('q5_2', 0.0005852452558748333))","(('q4_1', 5.791999999999582), ('q4_2', 5.919999999999568), ('q5_1', 5.567999999999607), ('q5_2', 5.687999999999594))","((('q4_2', 'q5_2'), 5.81199999999958), (('q4_1', 'q4_2'), 5.669999999999596), (('q5_1', 'q5_2'), 5.743999999999588), (('q4_1', 'q5_1'), 5.639999999999599))",0
Baseline,4,,"((('q7_6', 'q7_7'), 0.005374505933204016), (('q7_6', 'q8_6'), 0.006934358072601815), (('q8_6', 'q8_7'), 0.013756220710769818), (('q7_7', 'q8_7'), 0.0043927641214616675))","(('q7_6', 0.0006884576713421242), ('q7_7', 0.0004758952601097155), ('q8_6', 0.0009481910483633005), ('q8_7', 0.0002945018263321719))","(('q7_6', 5.739999999999588), ('q7_7', 6.0359999999995555), ('q8_6', 6.26999999999953), ('q8_7', 6.08399999999955))","((('q7_6', 'q7_7'), 5.7359999999995885), (('q7_6', 'q8_6'), 5.927999999999567), (('q8_6', 'q8_7'), 5.5819999999996055), (('q7_7', 'q8_7'), 5.705999999999592))",0
Baseline,4,,"((('q4_7', 'q5_7'), 0.006304058040070282), (('q4_6', 'q5_6'), 0.007108840912533443), (('q5_6', 'q5_7'), 0.009174211089903739), (('q4_6', 'q4_7'), 0.006010350523683067))","(('q4_6', 0.0010834885657579063), ('q4_7', 0.001894317032373305), ('q5_6', 0.0021942625036214247), ('q5_7', 0.0007139725855901391))","(('q4_6', 5.8999999999995705), ('q4_7', 5.925999999999568), ('q5_6', 5.985999999999561), ('q5_7', 5.927999999999567))","((('q4_7', 'q5_7'), 5.90399999999957), (('q4_6', 'q5_6'), 5.757999999999586), (('q5_6', 'q5_7'), 5.745999999999587), (('q4_6', 'q4_7'), 6.005999999999559))",0
Baseline,4,,"((('q6_1', 'q6_2'), 0.005623776716599638), (('q6_2', 'q7_2'), 0.007209640687796781), (('q7_1', 'q7_2'), 0.00588879115990093), (('q6_1', 'q7_1'), 0.005981874891657801))","(('q6_1', 0.001825082669724365), ('q6_2', 0.0006583916415345281), ('q7_1', 0.0017385613971797609), ('q7_2', 0.002011027735824844))","(('q6_1', 5.773999999999584), ('q6_2', 5.677999999999595), ('q7_1', 5.771999999999585), ('q7_2', 6.033999999999556))","((('q6_1', 'q6_2'), 5.969999999999563), (('q6_2', 'q7_2'), 5.9179999999995685), (('q7_1', 'q7_2'), 5.701999999999592), (('q6_1', 'q7_1'), 5.90799999999957))",0
Baseline,4,,"((('q6_5', 'q6_6'), 0.020974733647177557), (('q5_5', 'q6_5'), 0.007451022898104148), (('q5_5', 'q5_6'), 0.0071717801272088155), (('q5_6', 'q6_6'), 0.004911431503835578))","(('q5_5', 0.0011559813882426329), ('q5_6', 0.0004658247652201686), ('q6_5', 0.0005519593130265399), ('q6_6', 0.0020880243776936203))","(('q5_5', 5.749999999999587), ('q5_6', 5.807999999999581), ('q6_5', 5.821999999999579), ('q6_6', 6.027999999999556))","((('q6_5', 'q6_6'), 5.915999999999569), (('q5_5', 'q6_5'), 5.623999999999601), (('q5_5', 'q5_6'), 5.625999999999601), (('q5_6', 'q6_6'), 5.72399999999959))",0
Baseline,4,,"((('q8_3', 'q8_4'), 0.006248494691334094), (('q7_3', 'q7_4'), 0.0054725781503182636), (('q7_3', 'q8_3'), 0.007590968087357874), (('q7_4', 'q8_4'), 0.004252093934736717))","(('q7_3', 0.000614357134109289), ('q7_4', 0.000854488788387231), ('q8_3', 0.0014430755215886215), ('q8_4', 0.0005602815267988781))","(('q7_3', 5.727999999999589), ('q7_4', 5.843999999999577), ('q8_3', 5.567999999999607), ('q8_4', 5.6639999999995965))","((('q8_3', 'q8_4'), 5.6279999999996), (('q7_3', 'q7_4'), 5.655999999999597), (('q7_3', 'q8_3'), 5.687999999999594), (('q7_4', 'q8_4'), 5.7639999999995855))",0
Baseline,4,,"((('q8_7', 'q9_7'), 0.0116871958247175), (('q9_6', 'q9_7'), 0.009367974114046607), (('q8_6', 'q8_7'), 0.007072055674049088), (('q8_6', 'q9_6'), 0.009315759103662835))","(('q8_6', 0.0015256942537262286), ('q8_7', 0.0005475349218196368), ('q9_6', 0.0013050989037228788), ('q9_7', 0.0006030102996956166))","(('q8_6', 6.045999999999554), ('q8_7', 5.8819999999995725), ('q9_6', 5.767999999999585), ('q9_7', 5.707999999999592))","((('q8_7', 'q9_7'), 5.90399999999957), (('q9_6', 'q9_7'), 5.941999999999566), (('q8_6', 'q8_7'), 5.679999999999595), (('q8_6', 'q9_6'), 5.71999999999959))",0
